CONTENT,lang,latitude,longitude,created_at,COUNTRY,id_str,cleaned_content,target,color
"Experimental vaccine? Fuck off. Can you imagine today's anti-vaxxers when the Polio vaccine was released? Can you imagine the historical damage caused by these ignorant, selfish few? #cdnpoli #COVID19",en,60.108670000000075,-113.64257999999995,Wed Jul 20 23:00:08 +0000 2022,Canada,1549891937037012992,experimental vaccine fuck imagine today anti - vaxxers polio vaccine release imagine historical damage cause ignorant selfish cdnpoli covid19,Anti-Vax,red
"As of today, ~98% of parents in the United States with children under the age of five have decided to ignore the @CDCgov’s recommendation to inject their babies and toddlers with a covid vaccine, in case anyone is wondering how trust in our public health institutions is going.",en,36.96205000000003,-120.06398999999999,Wed Jul 20 22:56:14 +0000 2022,United States,1549890957763457024,today ~98 % parent unite state child age decide ignore recommendation inject baby toddler covid vaccine case wonder trust public health institution go,Anti-Vax,red
"@Sflecce And when kids get back in class, what measures will you take to ensure they won’t get sick and can stay in class, uninterrupted, for the whole school year? Clean air, vaccines, masks, access to testing, #PaidSickDays… is any of that part of your #SafeSeptember plan? #onted",en,60.108670000000075,-113.64257999999995,Wed Jul 20 22:54:53 +0000 2022,Canada,1549890617412575238,kid class measure ensure sick stay class uninterrupted school year clean air vaccine mask access testing paidsickday safeseptember plan onte,Pro-Vax,green
Day 2 of kindy back and the kids are already going down with Covid. Where are our under 5 vaccines @Mark_Butler_MP ? Why do I walk into a classroom and see windows closed @sueellery @MarkMcGowanMP?,en,-31.95264999999995,115.85742000000005,Wed Jul 20 22:56:00 +0000 2022,Australia,1549890897344548865,day kindy kid go covid vaccine walk classroom window close,Anti-Vax,red
"Bookings open 8.45 a.m. Thursday for immunocompromised children and Friday at 8 a.m. for all other children. The province is receiving about 13,000 doses in the first delivery.  

https://t.co/ohZsduKfwv",en,50.44811900000008,-104.61585899999994,Wed Jul 20 22:54:09 +0000 2022,Canada,1549890431579725824,booking open a.m. thursday immunocompromise child friday a.m. child province receive dose delivery,Pro-Vax,green
"Experimental vaccine? Fuck off. Can you imagine today's anti-vaxxers when the Polio vaccine was released? Can you imagine the historical damage caused by these ignorant, selfish few? #cdnpoli #COVID19",en,46.81389200000007,-71.20807399999995,Wed Jul 20 22:53:01 +0000 2022,Canada,1549890147214413824,experimental vaccine fuck imagine today anti - vaxxers polio vaccine release imagine historical damage cause ignorant selfish cdnpoli covid19,Anti-Vax,red
"@canadianpork22 @WaytowichNeil Antivax used to be suburban hippie ""all natural organic"" type people who wouldn't vaccinate their kids, hence all the measles outbreaks. The term has been around for a long time.",en,60.108670000000075,-113.64257999999995,Wed Jul 20 22:59:37 +0000 2022,Canada,1549891807336546305,suburban hippie natural organic type people vaccinate kid measle outbreak term long time,Pro-Vax,green
"The anti-science, low information place where I live--DC--is apparently mandating vaccines for school children 12 and over for the fall.  I am utterly disgusted.  There'll be more on this to come.",en,40.71455000000003,-74.00713999999994,Wed Jul 20 22:55:38 +0000 2022,United States,1549890804898054144,anti - science low information place live dc apparently mandate vaccine school child fall utterly disgusted come,Anti-Vax,red
🚩 Watch: NY Department of Health Commissioner tries to justify falsifying pediatric C•I9 hospital admissions by claiming it was done to motivate pediatricians + families to seek vaccination. https://t.co/OPiNKVaX2h,en,53.24829151400007,-3.136527072999968,Wed Jul 20 22:57:51 +0000 2022,United Kingdom,1549891362606252034,🚩 watch department health commissioner try justify falsify pediatric hospital admission claim motivate pediatrician family seek vaccination,Anti-Vax,red
"Florida Dept. of Health Press Sec. Jeremy Redfern says Democrat-run committee parrots ""COVID Misinformation"" for claiming Florida parents cannot get the vaccine for children

https://t.co/ap3aEY7LJf",en,28.56604489500006,-81.68864878999995,Wed Jul 20 23:00:02 +0000 2022,United States,1549891913985277952,florida dept health press sec jeremy redfern say run committee parrot covid misinformation claim florida parent vaccine child,Anti-Vax,red
"In #Cuba, no child died from #Covid after the start of the pediatric immunization campaign, as confirmed by a study carried out by the Pedro Kourí Tropical Medicine Institute. #Children https://t.co/GxafA4enGl",en,48.85717000000005,2.3414000000000215,Wed Jul 20 22:52:49 +0000 2022,France,1549890098300440577,cuba child die covid start pediatric immunization campaign confirm study carry pedro kourí tropical medicine institute child,Pro-Vax,green
"After Denmark officials admit it was a “mistake” to vaccinate children against covid-19, Australia forges ahead with recommending the vaccine for 6months &amp; older, based on poor evidence and lack of safety data. 
https://t.co/NBF30jf6cO https://t.co/lUWznl9Xr9 https://t.co/rrUDeMe1no",en,-6.226609999999937,106.80915000000005,Wed Jul 20 22:56:07 +0000 2022,Indonesia,1549890929724575746,denmark official admit mistake vaccinate child covid-19 australia forge ahead recommend vaccine old base poor evidence lack safety datum,Anti-Vax,red
"@AnnaJWagner I can’t imagine how that’s true.This will be here for decades at a minimum- how is it not inevitable?We should still reduce risk with vaccines, masking etc - new drugs will come - but this just makes people whose kids get COVID feel like failures - when it’s a fact of life in ‘22",en,39.39870315600007,-99.41461918999994,Wed Jul 20 22:57:42 +0000 2022,United States,1549891325247586304,imagine decade minimum- inevitable?we reduce risk vaccine mask etc - new drug come make people kid covid feel failure fact life,Anti-Vax,red
"Dear USA. Hello from Denmark. This is how you beat Covid, like us:

Universal health care.
Paid sick time - keep sick people home. 
Vaccinate your old people!
Masks are all politics - drop them. 
Vaccinate high risk young people - don't start political crusade to vaccinate kids.",en,45.511790000000076,-122.67562999999996,Wed Jul 20 23:00:27 +0000 2022,United States,1549892018494529536,dear usa denmark beat covid universal health care pay sick time sick people home vaccinate old people mask politic drop vaccinate high risk young people start political crusade vaccinate kid,Pro-Vax,green
Many Floridian parents are struggling to find vaccinations for their children and blame DeSantis — noting he was the only governor to refuse to preorder the vaccines and to prohibit county health departments from distributing or administering the shots. https://t.co/sdbY41v9eU,en,34.23294000000004,-102.41019999999997,Wed Jul 20 22:54:20 +0000 2022,United States,1549890478681706498,floridian parent struggle find vaccination child blame desantis note governor refuse preorder vaccine prohibit county health department distribute administer shot,Anti-Vax,red
Effectiveness of BNT162b2 Vaccine against Omicron in Children 5 to 11 Years of Age | NEJM https://t.co/IgVA9bF4uH,en,42.35867032400006,-71.71818499999995,Wed Jul 20 22:53:10 +0000 2022,United States,1549890187249045507,effectiveness bnt162b2 vaccine omicron child year age | nejm,Pro-Vax,green
"Just published @NEJM 
During Omicron, the 2-shot mRNA vaccine effectiveness among &gt;250,000 children age 5 to 11 years old: 
vs hospitalizations was very high—83%
vs PCR confirmed infections 65%
https://t.co/7HigzbbVey https://t.co/b2euvZnGNW",en,-34.47417999999993,150.85436000000004,Wed Jul 20 22:54:32 +0000 2022,Australia,1549890531391524864,publish omicron shot mrna vaccine effectiveness child age year old hospitalization high—83 % pcr confirm infection %,Pro-Vax,green
🚩 Watch: NY Department of Health Commissioner tries to justify falsifying pediatric C•I9 hospital admissions by claiming it was done to motivate pediatricians + families to seek vaccination. https://t.co/OPiNKVaX2h,en,53.40838660500003,-1.9695595439999352,Wed Jul 20 23:00:09 +0000 2022,United Kingdom,1549891941386620934,🚩 watch department health commissioner try justify falsify pediatric hospital admission claim motivate pediatrician family seek vaccination,Anti-Vax,red
"Experimental vaccine? Fuck off. Can you imagine today's anti-vaxxers when the Polio vaccine was released? Can you imagine the historical damage caused by these ignorant, selfish few? #cdnpoli #COVID19",en,50.926163435000035,-84.74492999999995,Wed Jul 20 23:02:15 +0000 2022,Canada,1549892472947490816,experimental vaccine fuck imagine today anti - vaxxers polio vaccine release imagine historical damage cause ignorant selfish cdnpoli covid19,Anti-Vax,red
"Experimental vaccine? Fuck off. Can you imagine today's anti-vaxxers when the Polio vaccine was released? Can you imagine the historical damage caused by these ignorant, selfish few? #cdnpoli #COVID19",en,49.89989700000007,-97.13886499999995,Wed Jul 20 22:55:18 +0000 2022,Canada,1549890722379218944,experimental vaccine fuck imagine today anti - vaxxers polio vaccine release imagine historical damage cause ignorant selfish cdnpoli covid19,Anti-Vax,red
"A month after the FDA approved COVID-19 vaccines for children 6 months and older, some local parents say they’ve had trouble getting vaccinations for their young children. https://t.co/aABnQUCOlY",en,47.60357000000005,-122.32944999999995,Wed Jul 20 22:58:57 +0000 2022,United States,1549891639476232192,month fda approve vaccine child month old local parent trouble get vaccination young child,Anti-Vax,red
"Just published @NEJM 
During Omicron, the 2-shot mRNA vaccine effectiveness among &gt;250,000 children age 5 to 11 years old: 
vs hospitalizations was very high—83%
vs PCR confirmed infections 65%
https://t.co/7HigzbbVey https://t.co/b2euvZnGNW",en,48.202630000000056,16.36842000000007,Wed Jul 20 22:54:07 +0000 2022,Austria,1549890425380560897,publish omicron shot mrna vaccine effectiveness child age year old hospitalization high—83 % pcr confirm infection %,Pro-Vax,green
Many Floridian parents are struggling to find vaccinations for their children and blame DeSantis — noting he was the only governor to refuse to preorder the vaccines and to prohibit county health departments from distributing or administering the shots. https://t.co/sdbY41v9eU,en,35.53934433500007,-79.18541791299998,Wed Jul 20 22:57:39 +0000 2022,United States,1549891315969789952,floridian parent struggle find vaccination child blame desantis note governor refuse preorder vaccine prohibit county health department distribute administer shot,Anti-Vax,red
"New York’s hottest club is… Climate Crisis! It’s got everything: monkeypox, sea level rise, vaccine resistant sub-variants, heat waves, flash floods, crumbling infrastructure, $300 ConEd bills, children running away from sharks at the Rockaways. dress code is biblical chic.",en,40.714000000000055,-73.82998999999995,Wed Jul 20 22:54:25 +0000 2022,United States,1549890499724693505,new york hot club climate crisis get monkeypox sea level rise vaccine resistant sub - variant heat wave flash flood crumble infrastructure coned bill child run away shark rockaway dress code biblical chic,Pro-Vax,green
Saskatchewan to roll out COVID-19 vaccination for kids 6 months to 5 years old this week https://t.co/yhObSgnLhV https://t.co/X3I0NURBaR,en,59.56072000000006,150.79746000000011,Wed Jul 20 23:01:06 +0000 2022,Russian Federation,1549892180910608384,saskatchewan roll vaccination kid month year old week,Pro-Vax,green
"Just published @NEJM 
During Omicron, the 2-shot mRNA vaccine effectiveness among &gt;250,000 children age 5 to 11 years old: 
vs hospitalizations was very high—83%
vs PCR confirmed infections 65%
https://t.co/7HigzbbVey https://t.co/b2euvZnGNW",en,46.208330000000046,6.142750000000035,Wed Jul 20 22:55:35 +0000 2022,Switzerland,1549890792038227971,publish omicron shot mrna vaccine effectiveness child age year old hospitalization high—83 % pcr confirm infection %,Pro-Vax,green
Florida parents struggle to find places to vaccinate children against Covid - NBC News https://t.co/xsgK4fd2LJ,en,39.39870315600007,-99.41461918999994,Wed Jul 20 22:56:38 +0000 2022,United States,1549891058103885829,florida parent struggle find place vaccinate child covid nbc news,Pro-Vax,green
NEW YORK CITY — Residents storm the Children’s vaccine center in Times Square and find that it’s largely run by Chinese personnel. 😡 https://t.co/khlRedvmLo,en,41.27245000000005,1.7239600000000337,Wed Jul 20 22:52:50 +0000 2022,Espanya,1549890100745474048,new york city resident storm child vaccine center time square find largely run chinese personnel,Pro-Vax,green
What parents need to know about COVID and monkeypox vaccines as they prepare to send their kids back to school – My interview ⁦@HoustonPubMedia⁩ ⁦@NPR⁩  https://t.co/vkNwGWXhfh,en,39.953070000000025,-74.19371999999998,Wed Jul 20 23:02:00 +0000 2022,United States,1549892409181589506,parent need know covid monkeypox vaccine prepare send kid school interview ⁦ ⁩ ⁦ ⁩,Pro-Vax,green
"Only 5.3% of Illinois children under 5 have received a COVID-19 vaccine, worrying pediatricians https://t.co/7bTEwHkIiV",en,41.884250000000065,-87.63244999999995,Wed Jul 20 22:56:58 +0000 2022,United States,1549891141117542406,% illinois child receive vaccine worry pediatrician,Anti-Vax,red
Parents are struggling to find COVID vaccines for their young children in Florida and are blaming Republican Ron DeSantis. https://t.co/Ws5CkQLBTD,en,0.3676899594611733,32.63291993782112,Wed Jul 20 23:01:28 +0000 2022,Uganda,1549892273944645632,parent struggle find covid vaccine young child florida blame republican ron desantis,Anti-Vax,red
Australia needs to urgently improve #COVID19Aus vaccination rates in 5-11 year olds. Only 40% of kids in this age have received 2 doses. Critical for the current pandemic wave that kids are protected. https://t.co/VnZV9laC5v,en,-32.16302486699993,147.01743661800003,Wed Jul 20 22:52:50 +0000 2022,Australia,1549890103668928512,australia need urgently improve covid19aus vaccination rate year old % kid age receive dose critical current pandemic wave kid protect,Pro-Vax,green
"During a period when the omicron variant was predominant, BNT162b2 vaccination reduced the risks of SARS-CoV-2 infection and Covid-19–related hospitalization among children 5 to 11 years of age.
https://t.co/mpiN4yIZLn
#vaccineswork",en,34.053570000000036,-118.24544999999995,Wed Jul 20 22:56:58 +0000 2022,United States,1549891140836421632,period omicron variant predominant bnt162b2 vaccination reduce risk sar cov-2 infection covid-19 relate hospitalization child year age vaccineswork,Pro-Vax,green
#DeathSantis hates FL kids &amp; parents. He even fined the Special Olympics for MAGA votes! Bullying tyrant. https://t.co/Qkb3Y16ilh,en,28.04419000000007,-81.94785999999993,Wed Jul 20 23:00:51 +0000 2022,United States,1549892119430676480,deathsantis hate kid parent fine special olympic maga vote bully tyrant,Anti-Vax,red
Saskatchewan to roll out COVID-19 vaccination for kids 6 months to 5 years old this week https://t.co/BzrVdBrufE,en,39.39870315600007,-99.41461918999994,Wed Jul 20 23:01:33 +0000 2022,United States,1549892294471569408,saskatchewan roll vaccination kid month year old week,Pro-Vax,green
"Just published @NEJM 
During Omicron, the 2-shot mRNA vaccine effectiveness among &gt;250,000 children age 5 to 11 years old: 
vs hospitalizations was very high—83%
vs PCR confirmed infections 65%
https://t.co/7HigzbbVey https://t.co/b2euvZnGNW",en,60.108670000000075,-113.64257999999995,Wed Jul 20 22:51:10 +0000 2022,Canada,1549889684037304326,publish omicron shot mrna vaccine effectiveness child age year old hospitalization high—83 % pcr confirm infection %,Pro-Vax,green
Vaccines for kids under 5 have now been available for weeks but so far only 2% of these children have been vaccinated. This is a stunning rejection. After countless bad policies parents just don’t believe the public health establishment anymore. Trust has been irreparably broken.,en,-5.34719999999993,-38.190789999999936,Wed Jul 20 22:41:57 +0000 2022,Brasil,1549887361806475264,vaccine kid available week far % child vaccinate stunning rejection countless bad policy parent believe public health establishment anymore trust irreparably break,Anti-Vax,red
"The anti-science, low information place where I live--DC--is apparently mandating vaccines for school children 12 and over for the fall.  I am utterly disgusted.  There'll be more on this to come.",en,34.128660000000025,-117.28426999999999,Wed Jul 20 22:43:47 +0000 2022,United States,1549887825662836738,anti - science low information place live dc apparently mandate vaccine school child fall utterly disgusted come,Anti-Vax,red
@ForRealFormica @tashakaminsky Monkey pox can spread by skin contact and on fabric like a shared blanket. Kids in school or daycare share many diseases quickly because they touch everything and have no personal space.  The smallpox vaccine is effective against it. https://t.co/NZvPg8YinQ,en,35.66633900000005,-105.96928399999996,Wed Jul 20 22:51:58 +0000 2022,United States,1549889883732262912,monkey pox spread skin contact fabric share blanket kid school daycare share disease quickly touch personal space smallpox vaccine effective,Pro-Vax,green
"Q&amp;A #21 : Does the C-19 vaccine prejudice the innate antibody response of children to different degrees based on the similarities of the various glycosolated pathogens they will later encounter? 

https://t.co/6ylFrvBSOM",en,54.56186070000007,-125.10409485599996,Wed Jul 20 22:48:11 +0000 2022,Canada,1549888933189672960,q&a c-19 vaccine prejudice innate antibody response child different degree base similarity glycosolate pathogen later encounter,Anti-Vax,red
"Experimental vaccine? Fuck off. Can you imagine today's anti-vaxxers when the Polio vaccine was released? Can you imagine the historical damage caused by these ignorant, selfish few? #cdnpoli #COVID19",en,60.108670000000075,-113.64257999999995,Wed Jul 20 22:46:04 +0000 2022,Canada,1549888400945074176,experimental vaccine fuck imagine today anti - vaxxers polio vaccine release imagine historical damage cause ignorant selfish cdnpoli covid19,Anti-Vax,red
"New York’s hottest club is… Climate Crisis! It’s got everything: monkeypox, sea level rise, vaccine resistant sub-variants, heat waves, flash floods, crumbling infrastructure, $300 ConEd bills, children running away from sharks at the Rockaways. dress code is biblical chic.",en,40.714500000000044,-74.00600999999995,Wed Jul 20 22:48:35 +0000 2022,United States,1549889032288579584,new york hot club climate crisis get monkeypox sea level rise vaccine resistant sub - variant heat wave flash flood crumble infrastructure coned bill child run away shark rockaway dress code biblical chic,Pro-Vax,green
"Pregnant or Planning for a baby? It’s important to be up-to-date on vaccines (such as tetanus) while pregnant to help protect you &amp; your little one. For a list of all publicly funded vaccines available in ON &amp; our No-Family-Doctor clinic dates, visit: https://t.co/KipUOrHIVF https://t.co/t211edVDgg",en,43.94918900000005,-78.29351699999995,Wed Jul 20 22:45:10 +0000 2022,Canada,1549888173249122308,pregnant planning baby important date vaccine tetanus pregnant help protect little list publicly fund vaccine available family doctor clinic date visit,Pro-Vax,green
"Also see this excellent essay from @VirusesImmunity explaining the different parts of the immune system and *why* those boosters are necessary and beneficial.

(Many childhood vaccines come in three/four doses—same idea). https://t.co/hZCeWEeQtx",en,38.890370000000075,-77.03195999999997,Wed Jul 20 22:47:52 +0000 2022,United States,1549888851392335872,excellent essay explain different part immune system booster necessary beneficial childhood vaccine come dose idea,Pro-Vax,green
Saskatchewan rolled out their vaccination plan for young children. Details at 5:00 SK time with GX 94 News,en,51.21121500000004,-102.45972599999999,Wed Jul 20 22:45:08 +0000 2022,Canada,1549888163086213121,saskatchewan roll vaccination plan young child detail time news,Pro-Vax,green
"New York’s hottest club is… Climate Crisis! It’s got everything: monkeypox, sea level rise, vaccine resistant sub-variants, heat waves, flash floods, crumbling infrastructure, $300 ConEd bills, children running away from sharks at the Rockaways. dress code is biblical chic.",en,-35.27670999999998,139.4679000000001,Wed Jul 20 22:50:41 +0000 2022,Australia,1549889561005891585,new york hot club climate crisis get monkeypox sea level rise vaccine resistant sub - variant heat wave flash flood crumble infrastructure coned bill child run away shark rockaway dress code biblical chic,Pro-Vax,green
"Also see this excellent essay from @VirusesImmunity explaining the different parts of the immune system and *why* those boosters are necessary and beneficial.

(Many childhood vaccines come in three/four doses—same idea). https://t.co/hZCeWEeQtx",en,32.77822000000003,-96.79511999999994,Wed Jul 20 22:48:11 +0000 2022,United States,1549888929867898882,excellent essay explain different part immune system booster necessary beneficial childhood vaccine come dose idea,Pro-Vax,green
@ebennett74 @snorman1776 All the other childhood vaccines are still liability free which is a big 🚩let’s make the manufactures liable again and we will see how safe they are. Don’t hide cases in vaccine court paid by tax payers. No other products gets such special rules.,en,34.052230000000066,-118.24367999999998,Wed Jul 20 22:44:12 +0000 2022,United States,1549887928842604545,childhood vaccine liability free big 🚩 let manufacture liable safe hide case vaccine court pay tax payer product get special rule,Anti-Vax,red
"Just published @NEJM 
During Omicron, the 2-shot mRNA vaccine effectiveness among &gt;250,000 children age 5 to 11 years old: 
vs hospitalizations was very high—83%
vs PCR confirmed infections 65%
https://t.co/7HigzbbVey https://t.co/b2euvZnGNW",en,60.108670000000075,-113.64257999999995,Wed Jul 20 22:44:33 +0000 2022,Canada,1549888018525347848,publish omicron shot mrna vaccine effectiveness child age year old hospitalization high—83 % pcr confirm infection %,Pro-Vax,green
What parents need to know about COVID and monkeypox vaccines as they prepare to send their kids back to school – My interview ⁦@HoustonPubMedia⁩ ⁦@NPR⁩  https://t.co/vkNwGWXhfh,en,36.320080000000075,-82.34517999999997,Wed Jul 20 22:43:42 +0000 2022,United States,1549887801692389376,parent need know covid monkeypox vaccine prepare send kid school interview ⁦ ⁩ ⁦ ⁩,Pro-Vax,green
Parents are struggling to find COVID vaccines for their young children in Florida and are blaming Republican Ron DeSantis. https://t.co/Ws5CkQLBTD,en,32.22177000000005,-110.96976999999998,Wed Jul 20 22:45:34 +0000 2022,United States,1549888273404661760,parent struggle find covid vaccine young child florida blame republican ron desantis,Anti-Vax,red
"Effectiveness of BNT162b2 Vaccine against Omicron in Children 5 to 11 Years of Age.
•During a period when the omicron variant was predominant, BNT162b2 vaccination reduced the risks of SARS-CoV-2 infection and Covid-19–related hospitalization
https://t.co/k0878cmzTn",en,-37.81738999999993,144.96751000000006,Wed Jul 20 22:49:06 +0000 2022,Australia,1549889161687355392,effectiveness bnt162b2 vaccine omicron child year age •dure period omicron variant predominant bnt162b2 vaccination reduce risk sar cov-2 infection covid-19 related hospitalization,Pro-Vax,green
@kateferguson4 You mean like Johnson’s same “vaccine rollout/fastest growth” bullshit every week? Go and back a dead kids phone you ghoul,en,52.23787324800003,-0.8950311999999485,Wed Jul 20 22:50:16 +0000 2022,United Kingdom,1549889457838587904,mean johnson vaccine rollout fast growth bullshit week dead kid phone ghoul,Anti-Vax,red
"Just published @NEJM 
During Omicron, the 2-shot mRNA vaccine effectiveness among &gt;250,000 children age 5 to 11 years old: 
vs hospitalizations was very high—83%
vs PCR confirmed infections 65%
https://t.co/7HigzbbVey https://t.co/b2euvZnGNW",en,13.753360000000043,100.50483000000008,Wed Jul 20 22:45:16 +0000 2022,ประเทศไทย,1549888195776548864,publish omicron shot mrna vaccine effectiveness child age year old hospitalization high—83 % pcr confirm infection %,Pro-Vax,green
"I’m thrilled to be a sponsor of this Saturday’s Healthy Aging Block Party &amp; Resource Fair! Join us 11a-4p, at 6950 Germantown Ave. for free food/drinks, fun kids activities, health screenings, giveaways, Covid vaccines and more! https://t.co/9cr4uC8E8S",en,32.79541075694965,-89.11698493823484,Wed Jul 20 22:50:00 +0000 2022,United States,1549889387680374786,thrill sponsor saturday healthy age block party resource fair join 11a-4p germantown ave free food drink fun kid activity health screening giveaway covid vaccine,Pro-Vax,green
"Kids aged 10 to 14 are dying at a rate 45 times higher than normal

If the UK numbers are accurate, they need to halt the vaccines for ages 10 to 14 immediately because it is raising ACM for kids by a factor of 45

 https://t.co/4nea4tUnDX",en,51.77234000000004,19.47502000000003,Wed Jul 20 22:46:13 +0000 2022,Polska,1549888437431554053,kid age die rate time high normal uk number accurate need halt vaccine age immediately raise acm kid factor,Anti-Vax,red
Please don’t vaccinate your children with mRNA. Listen to the pHD expertsnamd pioneers. Men who have spent their lives researching. Don’t listen to politicians or HMO doctors (most of them) who will lose their jobs if they deviate from their indoctrination. https://t.co/ymtZIfDOH3,en,34.053570000000036,-118.24544999999995,Wed Jul 20 22:42:16 +0000 2022,United States,1549887442962239488,vaccinate child mrna listen phd expertsnamd pioneer man spend life research listen politician hmo doctor lose job deviate indoctrination,Pro-Vax,green
"I vaccinated my kids against certain childhood diseases, I took certain vaccines myself, yet because I DARED to say no to the covid vaccine the Mail on Sunday suggested I was anti-vax! Total BS! I was always pro-choice and where kids were concerned pro health! The truth is coming",en,22.02556000000004,78.61101000000008,Wed Jul 20 22:46:58 +0000 2022,India,1549888623524323330,vaccinated kid certain childhood disease take certain vaccine dare covid vaccine mail sunday suggest anti - vax total bs pro - choice kid concerned pro health truth come,Anti-Vax,red
"(1/n) NEJM: BNT162b2 Vaccine Effectiveness against Omicron in Children 5 to 11 Years of Age: Among 136,127 eligible children who had been vaccinated during the study period, 94,728 were matched with unvaccinated controls. 
https://t.co/zYlB61Ry54",en,35.62326000000007,-95.97628999999995,Wed Jul 20 22:47:38 +0000 2022,United States,1549888794622656516,bnt162b2 vaccine effectiveness omicron child year age eligible child vaccinated study period match unvaccinated control,Anti-Vax,red
"@WaytowichNeil Could you imagine getting the polio vaccine then getting polio, then being told you have to get thr polio vax every 9 month but you’re still going to get polio?",en,37.66588000000007,-91.84792999999996,Wed Jul 20 22:47:42 +0000 2022,United States,1549888809709584386,imagine get polio vaccine get polio tell thr polio vax month go polio,Anti-Vax,red
"(1/n) NEJM: BNT162b2 Vaccine Effectiveness against Omicron in Children 5 to 11 Years of Age: Among 136,127 eligible children who had been vaccinated during the study period, 94,728 were matched with unvaccinated controls. 
https://t.co/zYlB61Ry54",en,50.07913000000008,14.433020000000056,Wed Jul 20 22:50:56 +0000 2022,Czechia,1549889622016233473,bnt162b2 vaccine effectiveness omicron child year age eligible child vaccinated study period match unvaccinated control,Anti-Vax,red
"The Pan American Health Organisation advises that Omicron BA.5 is likely to become the predominant COVID-19 strain in our sub-region over the coming weeks.

Here are a few simple practices that along with vaccination, can help to protect children and their families. 🦠🧼😷💉 https://t.co/PJuL5ZVw5e",en,13.172221979000028,-59.55642447799994,Wed Jul 20 22:43:48 +0000 2022,Barbados,1549887830352084994,pan american health organisation advise likely predominant strain sub - region come week simple practice vaccination help protect child family 😷 💉,Pro-Vax,green
"Just published @NEJM 
During Omicron, the 2-shot mRNA vaccine effectiveness among &gt;250,000 children age 5 to 11 years old: 
vs hospitalizations was very high—83%
vs PCR confirmed infections 65%
https://t.co/7HigzbbVey https://t.co/b2euvZnGNW",en,47.58581000500004,14.137076948000072,Wed Jul 20 22:41:33 +0000 2022,Austria,1549887261893861377,publish omicron shot mrna vaccine effectiveness child age year old hospitalization high—83 % pcr confirm infection %,Pro-Vax,green
"The small victories like laundering $54 billion to Ukraine, record inflation, unbearable gas prices, vaccine mandates that are killing kids in order to line the pockets of big pharma, pretending to care about Roe vs Wade? https://t.co/7nBDa7A4z3",en,26.22219000000007,-80.22058999999996,Wed Jul 20 22:46:09 +0000 2022,United States,1549888419979051009,small victory launder ukraine record inflation unbearable gas price vaccine mandate kill kid order line pocket big pharma pretend care roe wade,Anti-Vax,red
"Just published @NEJM 
During Omicron, the 2-shot mRNA vaccine effectiveness among &gt;250,000 children age 5 to 11 years old: 
vs hospitalizations was very high—83%
vs PCR confirmed infections 65%
https://t.co/7HigzbbVey https://t.co/b2euvZnGNW",en,43.65352400000006,-79.38390699999997,Wed Jul 20 22:52:01 +0000 2022,Canada,1549889896642404355,publish omicron shot mrna vaccine effectiveness child age year old hospitalization high—83 % pcr confirm infection %,Pro-Vax,green
"Experimental vaccine? Fuck off. Can you imagine today's anti-vaxxers when the Polio vaccine was released? Can you imagine the historical damage caused by these ignorant, selfish few? #cdnpoli #COVID19",en,60.108670000000075,-113.64257999999995,Wed Jul 20 22:49:11 +0000 2022,Canada,1549889181454843905,experimental vaccine fuck imagine today anti - vaxxers polio vaccine release imagine historical damage cause ignorant selfish cdnpoli covid19,Anti-Vax,red
"Just published @NEJM 
During Omicron, the 2-shot mRNA vaccine effectiveness among &gt;250,000 children age 5 to 11 years old: 
vs hospitalizations was very high—83%
vs PCR confirmed infections 65%
https://t.co/7HigzbbVey https://t.co/b2euvZnGNW",en,36.655226998000046,139.27149500000007,Wed Jul 20 22:45:42 +0000 2022,Japan,1549888306393288704,publish omicron shot mrna vaccine effectiveness child age year old hospitalization high—83 % pcr confirm infection %,Pro-Vax,green
So it's ok to lie about pediatric hospital admissions to motivate vaccine uptake. These people are criminals. They belong under the jail https://t.co/lPKS5OlRm6,en,46.07186000000007,14.59292000000005,Wed Jul 20 22:49:31 +0000 2022,Slovenija,1549889265273806849,lie pediatric hospital admission motivate vaccine uptake people criminal belong jail,Anti-Vax,red
"Dear USA. Hello from Denmark. This is how you beat Covid, like us:

Universal health care.
Paid sick time - keep sick people home. 
Vaccinate your old people!
Masks are all politics - drop them. 
Vaccinate high risk young people - don't start political crusade to vaccinate kids.",en,-36.84823071799997,144.2995441800001,Wed Jul 20 22:48:14 +0000 2022,Australia,1549888944808284160,dear usa denmark beat covid universal health care pay sick time sick people home vaccinate old people mask politic drop vaccinate high risk young people start political crusade vaccinate kid,Pro-Vax,green
"As of today, ~98% of parents in the United States with children under the age of five have decided to ignore the @CDCgov’s recommendation to inject their babies and toddlers with a covid vaccine, in case anyone is wondering how trust in our public health institutions is going.",en,-28.001949999999965,153.42856000000006,Wed Jul 20 22:50:14 +0000 2022,Australia,1549889449084915712,today ~98 % parent unite state child age decide ignore recommendation inject baby toddler covid vaccine case wonder trust public health institution go,Anti-Vax,red
"The anti-science, low information place where I live--DC--is apparently mandating vaccines for school children 12 and over for the fall.  I am utterly disgusted.  There'll be more on this to come.",en,44.06871088404614,-115.95317139722555,Wed Jul 20 22:47:51 +0000 2022,United States,1549888847793643520,anti - science low information place live dc apparently mandate vaccine school child fall utterly disgusted come,Anti-Vax,red
